subject_id,item_id,lexicality,frequency,priming,rt,correct,log_rt
subj_01,item_124,word,low,unrelated,558.8346135811532,1,6.32585356816514
subj_01,item_125,word,low,unrelated,566.9115905030619,1,6.340203366531488
subj_01,item_126,word,low,unrelated,527.6746871932115,1,6.268479971084519
subj_01,item_127,word,low,unrelated,633.740057470779,1,6.451638866373301
subj_01,item_128,word,low,unrelated,573.3217190866411,1,6.351447023527184
subj_01,item_129,word,low,unrelated,650.6715981230692,1,6.478005057358793
subj_01,item_131,word,low,unrelated,667.7208245614659,1,6.503870158877496
subj_01,item_132,word,low,unrelated,598.0497365235301,1,6.393673921936109
subj_01,item_133,word,low,unrelated,553.7098301267449,1,6.316640777196244
subj_01,item_134,word,low,unrelated,509.1873564533273,1,6.23281603615763
subj_01,item_135,word,low,unrelated,706.714481355177,1,6.560626739004021
subj_01,item_136,word,low,unrelated,839.6292553112468,1,6.732960431683457
subj_01,item_138,word,low,unrelated,572.3895432645916,1,6.3498197792844575
subj_01,item_140,word,low,unrelated,686.6887375360723,1,6.531881114641797
subj_01,item_141,word,low,unrelated,689.2649090634611,1,6.535625680520106
subj_01,item_142,word,low,unrelated,695.4962702290218,1,6.544625648630242
subj_01,item_143,word,low,unrelated,575.4097271912775,1,6.3550823560688885
subj_01,item_145,word,low,unrelated,607.6445105229192,1,6.409590024330342
subj_01,item_146,word,low,unrelated,762.760281904301,1,6.636943803550894
subj_01,item_147,word,low,unrelated,757.4089573823048,1,6.62990334188615
subj_01,item_148,word,low,unrelated,649.7190137366551,1,6.47653998286792
subj_01,item_150,word,low,unrelated,620.2324119949635,1,6.430094265853802
subj_01,item_151,word,low,unrelated,601.3752829487291,1,6.399219170522486
subj_01,item_152,word,low,unrelated,621.2122935617818,1,6.431672881100898
subj_01,item_154,word,low,unrelated,590.8981907446495,1,6.381643736483089
subj_01,item_156,word,low,unrelated,685.3665689573768,1,6.529953832291449
subj_01,item_157,word,low,unrelated,509.34058912657866,1,6.233116926624254
subj_01,item_158,word,low,unrelated,704.5073663971028,1,6.557498787490035
subj_01,item_159,word,low,unrelated,639.5779251954169,1,6.460808466911127
subj_01,item_160,nonword,NA,NA,566.8420127054131,1,6.340080627697337
subj_01,item_161,nonword,NA,NA,754.1857174043133,1,6.62563864723353
subj_01,item_162,nonword,NA,NA,531.3165066841595,1,6.275357901455667
subj_01,item_163,nonword,NA,NA,642.3727237417659,1,6.465168701802345
subj_01,item_164,nonword,NA,NA,740.2446512551924,1,6.6069807413631505
subj_01,item_165,nonword,NA,NA,535.0923185095642,1,6.282439289971396
subj_01,item_168,nonword,NA,NA,561.8779469841091,1,6.33128465012267
subj_01,item_169,nonword,NA,NA,568.334953112321,1,6.342710951096451
subj_01,item_170,nonword,NA,NA,603.3059725986276,1,6.402424485279409
subj_01,item_171,nonword,NA,NA,745.0048477868049,1,6.613390725454771
subj_01,item_172,nonword,NA,NA,536.9702203730693,1,6.2859426374275165
subj_01,item_173,nonword,NA,NA,608.6084847727873,1,6.41117517882607
subj_01,item_174,nonword,NA,NA,582.6591272271188,1,6.367602327922096
subj_01,item_175,nonword,NA,NA,583.1398269408013,1,6.3684269979721195
subj_01,item_177,nonword,NA,NA,723.3785404284598,1,6.583932654201652
subj_01,item_178,nonword,NA,NA,574.2509078198559,1,6.353066422447115
subj_01,item_179,nonword,NA,NA,647.4490231386101,1,6.473040061730964
subj_01,item_180,nonword,NA,NA,511.89447727564954,1,6.238118504727178
subj_01,item_181,nonword,NA,NA,665.4071839639654,1,6.5003991599853155
subj_01,item_182,nonword,NA,NA,591.8000661715802,1,6.383168851780196
subj_01,item_183,nonword,NA,NA,515.9465697653128,1,6.246003213153758
subj_01,item_184,nonword,NA,NA,577.1021424587296,1,6.358019274166674
subj_01,item_185,nonword,NA,NA,545.3290907066888,1,6.301389448586609
subj_01,item_186,nonword,NA,NA,600.8639057975732,1,6.398368462632105
subj_01,item_187,nonword,NA,NA,573.5960019762517,1,6.351925319205771
subj_01,item_188,nonword,NA,NA,727.2909373219757,1,6.589326586367853
subj_01,item_189,nonword,NA,NA,546.4153349001846,1,6.303379373199844
subj_01,item_190,nonword,NA,NA,659.2069518483428,1,6.491037524426097
subj_01,item_191,nonword,NA,NA,505.70734636186864,1,6.22595813509505
subj_01,item_192,nonword,NA,NA,621.2805713643796,1,6.431782785639739
subj_01,item_193,nonword,NA,NA,554.3219717446822,1,6.31774569436411
subj_01,item_194,nonword,NA,NA,530.0654573655463,1,6.273000503383414
subj_01,item_195,nonword,NA,NA,590.3070004490694,1,6.380642741314169
subj_01,item_197,nonword,NA,NA,554.8028113405691,1,6.318612755732397
subj_01,item_198,nonword,NA,NA,867.7094953776203,1,6.765856975896904
subj_01,item_199,nonword,NA,NA,628.1785363754773,1,6.442824419655957
subj_01,item_200,nonword,NA,NA,631.178215521257,1,6.447588256137061
subj_01,item_201,nonword,NA,NA,495.72262991059245,1,6.206016556416588
subj_01,item_202,nonword,NA,NA,601.3620087670603,1,6.399197097237221
subj_01,item_203,nonword,NA,NA,637.6521594708789,1,6.457792930075626
subj_01,item_204,nonword,NA,NA,545.3889747402565,1,6.301499255209466
subj_01,item_205,nonword,NA,NA,644.6049484803991,1,6.468637646175326
subj_01,item_206,nonword,NA,NA,678.8634533970004,1,6.520420007772876
subj_01,item_208,nonword,NA,NA,862.0714447850264,1,6.759338149810359
subj_01,item_209,nonword,NA,NA,541.5831970017957,1,6.294496696378597
subj_01,item_210,nonword,NA,NA,638.3463523147466,1,6.4588810080098
subj_01,item_211,nonword,NA,NA,600.1404440621,1,6.397163701262067
subj_01,item_212,nonword,NA,NA,694.0453956108488,1,6.542537369910573
subj_01,item_213,nonword,NA,NA,588.2983407171306,1,6.377234201395806
subj_01,item_214,nonword,NA,NA,682.7896088099222,1,6.526186772307005
subj_01,item_215,nonword,NA,NA,606.6137619292197,1,6.407892281988925
subj_01,item_216,nonword,NA,NA,592.2465966495212,1,6.383923096546269
subj_01,item_217,nonword,NA,NA,697.1564644399722,1,6.547009868265287
subj_01,item_219,nonword,NA,NA,505.9697943629875,1,6.226476972570845
subj_01,item_220,nonword,NA,NA,718.8666775069687,1,6.577675912859574
subj_01,item_221,nonword,NA,NA,590.4438693558958,1,6.380874574990416
subj_01,item_222,nonword,NA,NA,605.8794157602375,1,6.406680982375395
subj_01,item_223,nonword,NA,NA,712.2211080372845,1,6.568388408199045
subj_01,item_224,nonword,NA,NA,582.8860116065904,1,6.367991646833527
subj_01,item_225,nonword,NA,NA,711.0082141583174,1,6.56668398270179
subj_01,item_226,nonword,NA,NA,542.0025410456967,1,6.295270689704849
subj_01,item_227,nonword,NA,NA,726.7818915043816,1,6.588626420835153
subj_01,item_228,nonword,NA,NA,661.6916874565255,1,6.494799718533976
subj_01,item_230,nonword,NA,NA,649.3992999856458,1,6.476047781727982
subj_01,item_231,nonword,NA,NA,510.4545902660679,1,6.235301682161658
subj_01,item_233,nonword,NA,NA,611.2479168033274,1,6.415502632690559
subj_01,item_234,nonword,NA,NA,643.6622928394189,1,6.46717419856293
subj_01,item_237,nonword,NA,NA,709.0823791967919,1,6.563971710469102
subj_01,item_238,nonword,NA,NA,719.3818207680054,1,6.578392260950579
subj_01,item_239,nonword,NA,NA,584.1287607519829,1,6.370121439265618
subj_02,item_000,word,high,related,524.6811473702453,1,6.262790739744594
subj_02,item_001,word,high,related,416.1126059578332,1,6.030955911030677
subj_02,item_002,word,high,related,512.1299482667259,1,6.238578398044864
subj_02,item_003,word,high,related,688.1213922286393,1,6.53396526456204
subj_02,item_004,word,high,related,549.1941964205746,1,6.308452106504723
subj_02,item_007,word,high,related,465.3324239742913,1,6.142752040442323
subj_02,item_008,word,high,related,488.29141804521754,1,6.190912395744662
subj_02,item_009,word,high,related,451.9337107803115,1,6.113535511511277
subj_02,item_010,word,high,related,569.1862674167204,1,6.34420773981208
subj_02,item_011,word,high,related,535.0655740345959,1,6.282389307674092
subj_02,item_012,word,high,related,534.6028574917184,1,6.2815241487928875
subj_02,item_013,word,high,related,549.6537183999479,1,6.309288477034189
subj_02,item_014,word,high,related,488.33503896429613,1,6.191001725536609
subj_02,item_015,word,high,related,419.10887768446236,1,6.038130737442209
subj_02,item_016,word,high,related,504.95920263655853,1,6.224477639153626
subj_02,item_017,word,high,related,545.2822098355425,1,6.301303476854697
subj_02,item_018,word,high,related,534.9721927688104,1,6.2822147694121355
subj_02,item_019,word,high,related,490.37102860062447,1,6.195162305798221
subj_02,item_020,word,high,related,668.3013955984725,1,6.504739262796263
subj_02,item_021,word,high,related,587.9291406055029,1,6.376606431462498
subj_02,item_022,word,high,related,486.39207892878915,1,6.187015045422291
subj_02,item_023,word,high,related,463.2560032490235,1,6.138279824064823
subj_02,item_024,word,high,related,526.4535801396273,1,6.266163160810802
subj_02,item_025,word,high,related,562.9422086734241,1,6.333176973978258
subj_02,item_026,word,high,related,509.442887677934,1,6.233317751537552
subj_02,item_027,word,high,related,482.86145692727223,1,6.179729773846604
subj_02,item_028,word,high,related,386.21182432278863,1,5.956385986622532
subj_02,item_029,word,high,related,684.4765659785069,1,6.5286544089028835
subj_02,item_030,word,high,related,678.5005110984733,1,6.519885232551682
subj_02,item_031,word,high,related,565.9690532174283,1,6.338539400414083
subj_02,item_032,word,high,related,571.188118828798,1,6.347718610439292
subj_02,item_033,word,high,related,384.9273194409817,1,5.9530545357936955
subj_02,item_034,word,high,related,475.18548021001845,1,6.16370521246802
subj_02,item_035,word,high,related,474.6635711999016,1,6.162606281934026
subj_02,item_036,word,high,related,497.2486928059048,1,6.209090288883778
subj_02,item_037,word,high,related,511.8985217085925,1,6.238126405607429
subj_02,item_038,word,high,related,559.98815575697,1,6.327915633071539
subj_02,item_039,word,high,related,523.8450492518723,1,6.261195933056353
subj_02,item_040,word,high,unrelated,466.55627888642726,1,6.145378653710631
subj_02,item_041,word,high,unrelated,439.6356193588836,1,6.08594624599603
subj_02,item_042,word,high,unrelated,522.9166387746394,1,6.259422060872648
subj_02,item_043,word,high,unrelated,481.7243697684899,1,6.177372103530431
subj_02,item_044,word,high,unrelated,520.198987612445,1,6.254211406862033
subj_02,item_045,word,high,unrelated,647.0769793304013,1,6.472465266295812
subj_02,item_046,word,high,unrelated,445.67837606410654,1,6.09959756197972
subj_02,item_047,word,high,unrelated,610.8498563485008,1,6.414851194683472
subj_02,item_048,word,high,unrelated,654.1157118979912,1,6.483284265314651
subj_02,item_049,word,high,unrelated,491.8971936809767,1,6.198269738725001
subj_02,item_050,word,high,unrelated,600.2831382392075,1,6.397401440973088
subj_02,item_051,word,high,unrelated,602.25795434837,1,6.400685849126099
subj_02,item_052,word,high,unrelated,548.8140456423207,1,6.307759669455747
subj_02,item_053,word,high,unrelated,578.8370172300602,1,6.361020947843697
subj_02,item_054,word,high,unrelated,502.1796539270857,1,6.218957932018039
subj_02,item_055,word,high,unrelated,722.7760814964812,1,6.583099466715754
subj_02,item_056,word,high,unrelated,631.2732032014467,1,6.447738737460874
subj_02,item_057,word,high,unrelated,568.1912850224845,1,6.342458131432846
subj_02,item_058,word,high,unrelated,526.8244906861557,1,6.266867458321847
subj_02,item_059,word,high,unrelated,742.89920796145,1,6.61056038001296
subj_02,item_061,word,high,unrelated,681.5316101714445,1,6.524342633291211
subj_02,item_062,word,high,unrelated,557.937384211326,1,6.3242467414097305
subj_02,item_063,word,high,unrelated,516.3719601575192,1,6.246827358810265
subj_02,item_064,word,high,unrelated,470.3220670859276,1,6.153417709147123
subj_02,item_065,word,high,unrelated,554.9750970183649,1,6.318923242502555
subj_02,item_066,word,high,unrelated,518.2402835197712,1,6.250439002504861
subj_02,item_067,word,high,unrelated,754.1566900366001,1,6.62560015813772
subj_02,item_068,word,high,unrelated,437.6718428354778,1,6.081469412302324
subj_02,item_069,word,high,unrelated,769.3416809337789,1,6.645535189334869
subj_02,item_071,word,high,unrelated,524.9326051142419,1,6.263269883140367
subj_02,item_073,word,high,unrelated,612.804478628529,1,6.418045926866595
subj_02,item_074,word,high,unrelated,508.2108894953602,1,6.23089649823493
subj_02,item_075,word,high,unrelated,506.4805357209466,1,6.227485893968977
subj_02,item_076,word,high,unrelated,532.1979255669341,1,6.277015460691073
subj_02,item_077,word,high,unrelated,521.7615594116608,1,6.257210700789343
subj_02,item_078,word,high,unrelated,824.2005774266538,1,6.714413919494928
subj_02,item_079,word,high,unrelated,569.7682722371096,1,6.345229738233938
subj_02,item_080,word,low,related,637.3331298886137,1,6.457292485730759
subj_02,item_081,word,low,related,586.2743631963452,1,6.373787876587986
subj_02,item_082,word,low,related,655.4953466267829,1,6.485391204211025
subj_02,item_084,word,low,related,625.9705227454014,1,6.439303281725279
subj_02,item_085,word,low,related,533.1539203736572,1,6.278810163665433
subj_02,item_086,word,low,related,656.9543404972089,1,6.487614519109477
subj_02,item_088,word,low,related,656.2128168468487,1,6.486485152257695
subj_02,item_089,word,low,related,561.2516263653278,1,6.33016933680786
subj_02,item_090,word,low,related,594.987893789722,1,6.38854105876674
subj_02,item_091,word,low,related,507.33373991720134,1,6.22916905116687
subj_02,item_092,word,low,related,700.0675945433534,1,6.551176894014799
subj_02,item_093,word,low,related,612.1232085162454,1,6.416933583354928
subj_02,item_094,word,low,related,624.2817148571154,1,6.436601732606435
subj_02,item_095,word,low,related,618.701155604302,1,6.427622370329448
subj_02,item_096,word,low,related,755.0616105795175,1,6.626799349336227
subj_02,item_097,word,low,related,714.0880083108179,1,6.5710062156830995
subj_02,item_098,word,low,related,685.155673572418,1,6.529646073132088
subj_02,item_099,word,low,related,611.1624942591529,1,6.415362871864668
subj_02,item_100,word,low,related,567.8870914258296,1,6.341922616260248
subj_02,item_101,word,low,related,560.2898249853639,1,6.328454194465891
subj_02,item_102,word,low,related,537.5061731992239,1,6.286940244957678
subj_02,item_104,word,low,related,673.2547282862575,1,6.512123754743552
subj_02,item_105,word,low,related,663.1802335167397,1,6.497046798667537
subj_02,item_106,word,low,related,876.0479413507051,1,6.77542081700819
subj_02,item_108,word,low,related,548.911858106039,1,6.3079378787220906
subj_02,item_109,word,low,related,552.1053895751329,1,6.313738951196949
subj_02,item_110,word,low,related,599.862752564779,1,6.396700883324485
subj_02,item_112,word,low,related,696.2794640600034,1,6.545751108565138
subj_02,item_113,word,low,related,728.6830713415404,1,6.591238893092457
subj_02,item_115,word,low,related,443.3556786051929,1,6.094372334146364
subj_02,item_116,word,low,related,492.9639620244437,1,6.200436072028904
subj_02,item_117,word,low,related,677.1256289980233,1,6.5178568229021625
subj_02,item_118,word,low,related,622.3640703580295,1,6.433525243624021
subj_02,item_119,word,low,related,581.1519343026863,1,6.365012227489386
subj_02,item_120,word,low,unrelated,787.6742470577797,1,6.669084612329171
subj_02,item_121,word,low,unrelated,601.5612777947617,1,6.3995284051963415
subj_02,item_122,word,low,unrelated,702.6251318638986,1,6.554823508995445
subj_02,item_124,word,low,unrelated,729.9337688986302,1,6.592953802490322
subj_02,item_125,word,low,unrelated,731.4051694088033,1,6.594967573517489
subj_02,item_126,word,low,unrelated,734.4816095689789,1,6.599164957273217
subj_02,item_127,word,low,unrelated,613.3564014875678,1,6.418946172348676
subj_02,item_128,word,low,unrelated,553.9886495769416,1,6.317144198409135
subj_02,item_129,word,low,unrelated,662.1116239156282,1,6.495434157909647
subj_02,item_130,word,low,unrelated,644.619314358197,1,6.4686599322557425
subj_02,item_131,word,low,unrelated,533.965956830715,1,6.2803320856746545
subj_02,item_132,word,low,unrelated,634.447191577479,1,6.452754055286478
subj_02,item_133,word,low,unrelated,562.9727422982122,1,6.333231211866775
subj_02,item_135,word,low,unrelated,661.5224137323416,1,6.494543866174248
subj_02,item_136,word,low,unrelated,589.5283051349254,1,6.379322734320775
subj_02,item_137,word,low,unrelated,585.0443292985242,1,6.37168762093963
subj_02,item_138,word,low,unrelated,466.7182383400793,1,6.145725731558121
subj_02,item_139,word,low,unrelated,599.1740370878077,1,6.395552101971558
subj_02,item_140,word,low,unrelated,712.6108544575195,1,6.56893548524422
subj_02,item_142,word,low,unrelated,691.873816092874,1,6.539403592303893
subj_02,item_143,word,low,unrelated,658.2882055926655,1,6.489642837850722
subj_02,item_144,word,low,unrelated,626.2565779325245,1,6.439760156028581
subj_02,item_145,word,low,unrelated,617.983704900606,1,6.426462089635315
subj_02,item_146,word,low,unrelated,743.9311222178817,1,6.611948452883378
subj_02,item_147,word,low,unrelated,539.4843962751587,1,6.290613861713026
subj_02,item_148,word,low,unrelated,738.2609527102588,1,6.60429735655903
subj_02,item_149,word,low,unrelated,913.6442864314347,1,6.81744131236725
subj_02,item_150,word,low,unrelated,699.0716921266683,1,6.549753300818087
subj_02,item_151,word,low,unrelated,617.7931269053745,1,6.426153655309898
subj_02,item_152,word,low,unrelated,589.5856489460408,1,6.379420000256713
subj_02,item_153,word,low,unrelated,578.9236007100837,1,6.36117051845241
subj_02,item_154,word,low,unrelated,755.2614628386582,1,6.6270639976936865
subj_02,item_155,word,low,unrelated,617.7528839717942,1,6.426088513367404
subj_02,item_156,word,low,unrelated,943.5464031922747,1,6.849645545573005
subj_02,item_157,word,low,unrelated,693.9738523558243,1,6.542434283076305
subj_02,item_158,word,low,unrelated,716.3081121235563,1,6.574110398592654
subj_02,item_159,word,low,unrelated,773.4469320093319,1,6.650857060043909
subj_02,item_160,nonword,NA,NA,850.7668553918883,1,6.74613812557604
subj_02,item_161,nonword,NA,NA,593.4176554396024,1,6.385898460429954
subj_02,item_163,nonword,NA,NA,902.5975637127376,1,6.805276788201065
subj_02,item_164,nonword,NA,NA,733.7929258976205,1,6.598226871506248
subj_02,item_165,nonword,NA,NA,660.8088578045746,1,6.493464626784866
subj_02,item_166,nonword,NA,NA,600.6733968323329,1,6.398051353930744
subj_02,item_167,nonword,NA,NA,905.2888746308151,1,6.808254091254016
subj_02,item_168,nonword,NA,NA,625.6373612392604,1,6.438770908098886
subj_02,item_169,nonword,NA,NA,901.3711028957028,1,6.803917051717055
subj_02,item_170,nonword,NA,NA,618.9456659551653,1,6.4280174916997534
subj_02,item_171,nonword,NA,NA,619.6347200523868,1,6.429130143209648
subj_02,item_172,nonword,NA,NA,566.9132253779882,1,6.340206250354285
subj_02,item_173,nonword,NA,NA,668.0103018191576,1,6.504303595302696
subj_02,item_174,nonword,NA,NA,620.9422774254803,1,6.431238126607599
subj_02,item_175,nonword,NA,NA,744.5126140256032,1,6.612729794929631
subj_02,item_176,nonword,NA,NA,766.5656180604915,1,6.641920302032621
subj_02,item_177,nonword,NA,NA,593.179790800633,1,6.385497541579321
subj_02,item_179,nonword,NA,NA,608.661849619107,1,6.4112628583576345
subj_02,item_180,nonword,NA,NA,681.1607281631824,1,6.523798296162446
subj_02,item_181,nonword,NA,NA,659.128091264643,1,6.490917887791683
subj_02,item_182,nonword,NA,NA,652.6505637993943,1,6.4810418616962115
subj_02,item_183,nonword,NA,NA,873.0628601855019,1,6.7720075580417705
subj_02,item_184,nonword,NA,NA,746.1098317034189,1,6.614872816851334
subj_02,item_185,nonword,NA,NA,788.365672850232,1,6.669962034059519
subj_02,item_186,nonword,NA,NA,650.9673240371901,1,6.478459447457574
subj_02,item_187,nonword,NA,NA,796.1264585789597,1,6.6797580407877755
subj_02,item_188,nonword,NA,NA,654.264613968559,1,6.483511878139862
subj_02,item_189,nonword,NA,NA,684.1117892864622,1,6.528121338897897
subj_02,item_191,nonword,NA,NA,914.9676362741124,1,6.818888694457755
subj_02,item_192,nonword,NA,NA,674.4684888840263,1,6.513924956815994
subj_02,item_193,nonword,NA,NA,806.5880653264555,1,6.692813086057121
subj_02,item_194,nonword,NA,NA,799.1144262621967,1,6.683504147354987
subj_02,item_195,nonword,NA,NA,673.1712744067854,1,6.511999791184602
subj_02,item_196,nonword,NA,NA,645.8259010016593,1,6.47052996436671
subj_02,item_197,nonword,NA,NA,620.2168592867533,1,6.430069189925957
